"sampleID","peak_or_trough","CI_start_ID","CI_end_ID","CI_width"
"15370",1,344,780,0.437
"15374",1,231,736,0.506
"15378",1,277,699,0.423
"15382",1,363,680,0.318
"15386",1,437,643,0.207
"15390",1,265,636,0.372
"15394",1,330,670,0.341
"15398",1,417,717,0.301
"15402",1,390,570,0.181
"15406",1,277,764,0.488
"15410",1,362,601,0.24
"15414",0,0,0,0
"15418",1,299,718,0.42
"15422",1,357,643,0.287
"15426",1,325,702,0.378
"15430",1,419,748,0.33
"15434",1,403,751,0.349
"15438",1,247,580,0.334
"15438",-1,778,931,0.154
"15442",1,383,607,0.225
"15446",1,351,600,0.25
"15450",1,346,593,0.248
"15454",1,339,638,0.3
"15458",1,292,624,0.333
"15462",1,307,755,0.449
"15466",1,289,611,0.323
"15470",0,0,0,0
"15474",1,318,623,0.306
"15478",1,333,532,0.2
"15482",1,359,838,0.48
"15486",1,248,660,0.413
"15490",1,481,718,0.238
"15494",1,210,617,0.408
"15498",1,401,693,0.293
"15502",1,285,512,0.228
"15506",1,381,658,0.278
"15510",1,424,620,0.197
"15514",0,0,0,0
"15518",1,317,770,0.454
"15518",-1,902,962,0.061
"15522",1,297,644,0.348
"15526",1,453,725,0.273
"15530",0,0,0,0
"15534",1,172,700,0.529
"15538",1,460,715,0.256
"15542",1,253,588,0.336
"15546",1,253,557,0.305
"15550",1,331,701,0.371
"15554",1,299,743,0.445
"15558",1,311,658,0.348
"15562",1,358,539,0.182
"15566",1,396,454,0.059
"15566",-1,898,939,0.042
"15570",0,0,0,0
"15574",1,343,694,0.352
"15578",1,432,704,0.273
"15582",0,0,0,0
"15586",1,313,737,0.425
"15590",1,388,962,0.575
"15594",1,312,703,0.392
"15598",1,354,972,0.619
"15602",1,345,629,0.285
"15606",0,0,0,0
"15610",1,310,683,0.374
"15614",0,0,0,0
"15618",1,375,696,0.322
"15622",0,0,0,0
"15626",1,273,702,0.43
"15630",1,339,779,0.441
"15634",1,311,575,0.265
"15638",1,332,772,0.441
"15642",1,362,628,0.267
"15646",1,341,567,0.227
"15650",1,316,553,0.238
"15654",0,0,0,0
"15658",1,195,684,0.49
"15662",1,449,813,0.365
"15666",1,382,792,0.411
"15670",1,353,649,0.297
"15674",1,334,547,0.214
"15678",1,368,654,0.287
"15682",1,239,640,0.402
"15686",1,312,612,0.301
"15690",1,295,628,0.334
"15694",1,199,686,0.488
"15698",1,370,697,0.328
"15702",1,301,761,0.461
"15706",1,41,680,0.64
"15710",1,324,886,0.563
"15714",1,337,625,0.289
"15718",1,318,690,0.373
"15722",1,352,656,0.305
"15726",1,389,655,0.267
"15730",1,343,706,0.364
"15734",0,0,0,0
"15738",1,174,644,0.471
"15742",1,308,711,0.404
"15746",1,319,599,0.281
"15750",1,228,601,0.374
"15754",1,332,586,0.255
"15758",1,188,766,0.579
"15762",0,0,0,0
"15766",1,365,814,0.45
"15770",1,432,552,0.121
"15774",1,330,599,0.27
"15778",1,268,575,0.308
"15782",1,389,615,0.227
"15786",1,350,643,0.294
"15790",1,362,644,0.283
"15794",-1,27,83,0.057
"15794",1,248,563,0.316
"15798",1,435,683,0.249
"15802",1,358,757,0.4
"15806",1,394,624,0.231
"15810",1,454,753,0.3
"15814",1,40,557,0.518
"15818",0,0,0,0
"15822",1,344,736,0.393
"15826",1,357,679,0.323
"15830",1,353,714,0.362
"15834",1,395,746,0.352
"15838",1,427,653,0.227
"15842",1,426,575,0.15
"15846",1,44,603,0.56
"15850",0,0,0,0
"15854",1,386,694,0.309
"15858",1,486,757,0.272
"15862",1,296,702,0.407
"15866",1,366,690,0.325
"15870",1,375,577,0.203
"15874",0,0,0,0
"15878",1,334,668,0.335
"15882",1,383,668,0.286
"15886",1,356,733,0.378
"15890",0,0,0,0
"15894",1,421,696,0.276
"15898",1,423,640,0.218
"15902",1,320,558,0.239
"15906",1,318,635,0.318
"15910",1,359,643,0.285
"15914",1,204,690,0.487
"15918",1,215,608,0.394
"15922",1,421,751,0.331
"15926",1,293,508,0.216
"15930",1,268,646,0.379
"15934",-1,29,103,0.075
"15934",1,278,713,0.436
"15938",1,299,583,0.285
"15942",1,383,638,0.256
"15946",1,237,680,0.444
"15950",1,312,635,0.324
"15954",1,427,688,0.262
"15958",1,343,851,0.509
"15962",1,355,685,0.331
"15966",1,386,738,0.353
"15970",1,444,639,0.196
"15974",1,254,627,0.374
"15978",0,0,0,0
"15982",1,279,813,0.535
"15986",1,320,703,0.384
"15990",0,0,0,0
"15994",1,387,928,0.542
"15998",1,301,625,0.325
"14003",1,365,692,0.328
"14007",0,0,0,0
"14011",0,0,0,0
"14015",0,0,0,0
"14019",0,0,0,0
"14023",1,188,655,0.468
"14027",1,263,853,0.591
"14031",0,0,0,0
"14035",0,0,0,0
"14039",0,0,0,0
"14043",0,0,0,0
"14047",1,192,866,0.675
"14051",1,386,686,0.301
"14055",1,250,707,0.458
"14059",1,338,697,0.36
"14063",1,160,600,0.441
"14067",0,0,0,0
"14071",0,0,0,0
"14075",1,355,814,0.46
"14079",0,0,0,0
"14083",1,325,675,0.351
"14087",0,0,0,0
"14091",0,0,0,0
"14095",0,0,0,0
"14099",1,372,718,0.347
"14103",0,0,0,0
"14107",1,105,144,0.04
"14107",-1,197,237,0.041
"14107",1,550,597,0.048
"14107",-1,938,968,0.031
"14111",1,226,705,0.48
"14115",0,0,0,0
"14119",1,380,756,0.377
"14123",0,0,0,0
"14127",0,0,0,0
"14131",0,0,0,0
"14135",1,41,694,0.654
"14139",1,410,748,0.339
"14143",0,0,0,0
"14147",1,298,682,0.385
"14151",1,293,748,0.456
"14155",1,361,838,0.478
"14159",-1,21,175,0.155
"14159",1,291,571,0.281
"14163",1,269,533,0.265
"14167",0,0,0,0
"14171",0,0,0,0
"14175",0,0,0,0
"14179",1,420,708,0.289
"14183",1,308,661,0.354
"14187",1,405,828,0.424
"14191",0,0,0,0
"14195",0,0,0,0
"14199",0,0,0,0
"14203",0,0,0,0
"14207",0,0,0,0
"14211",1,369,641,0.273
"14215",1,254,661,0.408
"14219",0,0,0,0
"14223",0,0,0,0
"14227",0,0,0,0
"14231",0,0,0,0
"14235",1,312,623,0.312
"14239",1,348,807,0.46
"14243",1,380,730,0.351
"14243",-1,883,965,0.083
"14247",0,0,0,0
"14251",1,317,724,0.408
"14255",1,358,794,0.437
"14259",1,441,850,0.41
"14263",1,304,608,0.305
"14267",1,296,758,0.463
"14271",1,372,734,0.363
"14275",1,403,835,0.433
"14279",0,0,0,0
"14283",0,0,0,0
"14287",0,0,0,0
"14291",0,0,0,0
"14295",0,0,0,0
"14299",1,278,671,0.394
"14303",1,385,588,0.204
"14307",1,365,632,0.268
"14311",1,248,654,0.407
"14315",0,0,0,0
"14319",1,316,545,0.23
"14323",0,0,0,0
"14327",1,306,672,0.367
"14331",1,248,516,0.269
"14335",0,0,0,0
"14339",0,0,0,0
"14343",1,321,738,0.418
"14347",0,0,0,0
"14351",1,429,967,0.539
"14355",0,0,0,0
"14359",1,295,798,0.504
"14363",1,239,569,0.331
"14367",0,0,0,0
"14371",1,303,696,0.394
"14375",1,140,806,0.667
"14379",-1,32,158,0.127
"14383",1,317,720,0.404
"14387",0,0,0,0
"14391",0,0,0,0
"14395",0,0,0,0
"14399",1,358,580,0.223
"14403",0,0,0,0
"14407",1,250,683,0.434
"14411",1,292,633,0.342
"14415",1,323,714,0.392
"14419",0,0,0,0
"14423",0,0,0,0
"14427",1,223,625,0.403
"14431",1,295,679,0.385
"14435",1,432,764,0.333
"14439",0,0,0,0
"14443",0,0,0,0
"14447",1,319,676,0.358
"14451",0,0,0,0
"14455",0,0,0,0
"14459",0,0,0,0
"14463",0,0,0,0
"14467",0,0,0,0
"14471",0,0,0,0
"14475",1,260,634,0.375
"14479",1,366,690,0.325
"14483",0,0,0,0
"14487",1,224,515,0.292
"14491",1,425,743,0.319
"14495",1,265,645,0.381
"14499",0,0,0,0
"14503",1,255,705,0.451
"14507",0,0,0,0
"14511",0,0,0,0
"14515",0,0,0,0
"14519",1,229,606,0.378
"14523",1,363,793,0.431
"14527",1,361,859,0.499
"14531",1,204,573,0.37
"14535",0,0,0,0
"14539",1,316,756,0.441
"14543",0,0,0,0
"14547",1,309,728,0.42
"14551",1,272,567,0.296
"14555",1,420,654,0.235
"14559",1,308,728,0.421
"14563",1,317,682,0.366
"14567",1,346,516,0.171
"14571",0,0,0,0
"14575",1,311,642,0.332
"14579",1,265,679,0.415
"14583",1,243,549,0.307
"14587",1,339,578,0.24
"14591",1,302,641,0.34
"14595",1,369,621,0.253
"14599",0,0,0,0
"14603",1,260,599,0.34
"14607",1,146,713,0.568
"14611",1,295,600,0.306
"14615",0,0,0,0
"14619",1,95,693,0.599
"14623",1,209,633,0.425
"14627",1,344,743,0.4
"14631",1,277,737,0.461
"14635",1,308,584,0.277
"14639",1,314,600,0.287
"14643",1,296,569,0.274
"14647",1,247,612,0.366
"14651",1,318,700,0.383
"14655",0,0,0,0
"14659",1,325,633,0.309
"14663",1,468,723,0.256
"14667",1,356,590,0.235
"14671",0,0,0,0
"14675",1,372,578,0.207
"14679",0,0,0,0
"14683",1,363,746,0.384
"14687",1,227,640,0.414
"14691",1,265,594,0.33
"14695",0,0,0,0
"14699",1,393,580,0.188
"14703",1,364,626,0.263
"14707",0,0,0,0
"14711",0,0,0,0
"14715",1,178,711,0.534
"14719",1,424,680,0.257
"14723",1,203,509,0.307
"14727",1,301,736,0.436
"14731",1,323,778,0.456
"14735",1,210,616,0.407
"14739",1,250,610,0.361
"14743",0,0,0,0
"14747",0,0,0,0
"14751",1,436,632,0.197
"14755",1,334,699,0.366
"14759",1,360,747,0.388
"14763",0,0,0,0
"14767",1,385,658,0.274
"14771",1,380,519,0.14
"14775",0,0,0,0
"14779",0,0,0,0
"14783",0,0,0,0
"14787",1,329,799,0.471
"14791",1,263,760,0.498
"14795",1,347,642,0.296
"14799",1,146,660,0.515
"14803",1,385,483,0.099
"14807",1,282,567,0.286
"14811",1,403,739,0.337
"14815",1,319,636,0.318
"14819",0,0,0,0
"14823",1,340,722,0.383
"14827",1,451,732,0.282
"14831",1,306,753,0.448
"14835",1,255,604,0.35
"14839",0,0,0,0
"14843",0,0,0,0
"14847",1,366,745,0.38
"14851",1,276,576,0.301
"14855",1,291,819,0.529
"14859",0,0,0,0
"14863",1,111,646,0.536
"14867",1,339,686,0.348
"14871",0,0,0,0
"14875",1,139,546,0.408
"14879",1,324,741,0.418
"14883",0,0,0,0
"14887",0,0,0,0
"14891",1,518,681,0.164
"14895",1,358,751,0.394
"14899",1,368,767,0.4
"14903",1,306,635,0.33
"14907",1,309,640,0.332
"14911",0,0,0,0
"14915",1,320,608,0.289
"14919",0,0,0,0
"14923",1,433,822,0.39
"14927",0,0,0,0
"14931",0,0,0,0
"14935",1,273,636,0.364
"14939",0,0,0,0
"14943",1,264,803,0.54
"14947",1,260,742,0.483
"14951",1,318,686,0.369
"14955",1,339,583,0.245
"14959",1,364,736,0.373
"14963",0,0,0,0
"14967",0,0,0,0
"14971",1,294,564,0.271
"14975",0,0,0,0
"14979",1,222,600,0.379
"14983",1,422,754,0.333
"14987",1,247,704,0.458
"14991",1,264,705,0.442
"14995",1,443,648,0.206
"14999",1,238,676,0.439
"15003",1,393,865,0.473
"15007",1,345,739,0.395
"15007",-1,901,973,0.073
"15011",1,142,687,0.546
"15015",1,376,709,0.334
"15019",1,296,681,0.386
"15023",1,424,508,0.085
"15027",1,332,772,0.441
"15031",1,264,630,0.367
"15035",1,392,800,0.409
"15039",1,416,962,0.547
"15043",1,424,739,0.316
"15047",0,0,0,0
"15051",1,244,662,0.419
"15055",1,321,787,0.467
"15059",0,0,0,0
"15063",0,0,0,0
"15067",1,71,734,0.664
"15071",1,381,685,0.305
"15075",0,0,0,0
"15079",1,358,590,0.233
"15083",1,215,589,0.375
"15087",1,318,680,0.363
"15091",0,0,0,0
"15095",0,0,0,0
"15099",1,208,632,0.425
"15103",1,316,689,0.374
"15107",0,0,0,0
"15111",0,0,0,0
"15115",1,96,727,0.632
"15119",1,431,812,0.382
"15123",1,290,627,0.338
"15127",0,0,0,0
"15131",0,0,0,0
"15135",0,0,0,0
"15139",1,41,534,0.494
"15143",0,0,0,0
"15147",0,0,0,0
"15151",0,0,0,0
"15155",1,440,792,0.353
"15159",0,0,0,0
"15163",1,228,489,0.262
"15167",1,475,647,0.173
"15167",-1,843,975,0.133
"15171",0,0,0,0
"15175",1,466,757,0.292
"15179",1,375,701,0.327
"15183",1,295,665,0.371
"15187",1,327,720,0.394
"15191",0,0,0,0
"15195",1,405,629,0.225
"15199",0,0,0,0
"15203",1,349,650,0.302
"15207",1,243,661,0.419
"15211",0,0,0,0
"15215",0,0,0,0
"15219",1,391,789,0.399
"15223",0,0,0,0
"15227",1,426,649,0.224
"15231",1,305,601,0.297
"15235",0,0,0,0
"15239",1,318,633,0.316
"15243",0,0,0,0
"15247",1,312,601,0.29
"15251",0,0,0,0
"15255",1,307,924,0.618
"15259",0,0,0,0
"15263",-1,27,307,0.281
"15263",1,394,693,0.3
"15267",1,356,576,0.221
"15271",0,0,0,0
"15275",0,0,0,0
"15279",1,250,657,0.408
"15283",1,214,826,0.613
"15287",0,0,0,0
"15291",1,374,621,0.248
"15295",0,0,0,0
"15299",1,364,736,0.373
"15303",1,236,744,0.509
"15307",1,285,728,0.444
"15311",0,0,0,0
"15315",0,0,0,0
"15319",1,342,885,0.544
"15323",1,262,486,0.225
"15327",1,312,599,0.288
"15331",1,419,961,0.543
"15335",1,273,643,0.371
"15339",1,315,597,0.283
"15343",0,0,0,0
"15347",1,440,628,0.189
"15351",0,0,0,0
"15355",1,357,579,0.223
"15359",1,291,762,0.472
"15363",1,289,515,0.227
"15367",1,380,569,0.19
"15371",1,124,688,0.565
"15375",0,0,0,0
"15379",1,370,628,0.259
"15383",0,0,0,0
"15387",0,0,0,0
"15391",1,255,713,0.459
"15395",1,416,799,0.384
"15399",-1,15,45,0.031
"15399",1,186,633,0.448
"15403",1,285,642,0.358
"15407",1,315,551,0.237
"15411",1,262,624,0.363
"15415",1,240,583,0.344
"15419",0,0,0,0
"15423",0,0,0,0
"15427",0,0,0,0
"15431",1,378,690,0.313
"15435",0,0,0,0
"15439",0,0,0,0
"15443",0,0,0,0
"15447",0,0,0,0
"15451",1,477,689,0.213
"15455",1,237,630,0.394
"15459",1,291,746,0.456
"15463",1,367,683,0.317
"15467",0,0,0,0
"15471",0,0,0,0
"15475",0,0,0,0
"15479",1,261,764,0.504
"15483",0,0,0,0
"15487",1,327,700,0.374
"15491",1,368,684,0.317
"15495",0,0,0,0
"15499",1,321,703,0.383
"15503",1,240,754,0.515
"15507",1,322,644,0.323
"15511",0,0,0,0
"15515",1,248,797,0.55
"15519",1,72,534,0.463
"15523",0,0,0,0
"15527",1,255,731,0.477
"15531",0,0,0,0
"15535",0,0,0,0
"15539",1,285,568,0.284
"15543",1,363,691,0.329
"15547",1,431,700,0.27
"15551",0,0,0,0
"15555",1,383,738,0.356
"15559",1,314,681,0.368
"15563",1,389,626,0.238
"15567",1,411,791,0.381
"15571",1,358,697,0.34
"15575",1,83,584,0.502
"15579",0,0,0,0
"15583",1,249,601,0.353
"15587",0,0,0,0
"15591",0,0,0,0
"15595",1,216,498,0.283
"15599",1,545,605,0.061
"15599",-1,708,752,0.045
"15599",1,815,872,0.058
"15603",0,0,0,0
"15607",1,334,534,0.201
"15611",1,396,874,0.479
"15615",1,311,805,0.495
"15619",1,361,644,0.284
"15623",1,385,837,0.453
"15627",1,312,832,0.521
"15631",0,0,0,0
"15635",1,348,689,0.342
"15639",1,406,861,0.456
"15643",1,374,565,0.192
"15647",0,0,0,0
"15651",0,0,0,0
"15655",1,327,403,0.077
"15655",-1,422,579,0.158
"15655",1,611,712,0.102
"15659",1,375,918,0.544
"15663",0,0,0,0
"15667",0,0,0,0
"15671",1,401,631,0.231
"15675",0,0,0,0
"15679",1,437,768,0.332
"15683",1,380,734,0.355
"15687",1,361,912,0.552
"15691",0,0,0,0
"15695",-1,34,76,0.043
"15695",1,392,560,0.169
"15699",1,457,828,0.372
"15703",1,396,753,0.358
"15707",1,271,608,0.338
"15711",0,0,0,0
"15715",0,0,0,0
"15719",1,36,598,0.563
"15723",0,0,0,0
"15727",1,411,851,0.441
"15731",1,202,667,0.466
"15735",1,446,638,0.193
"15739",0,0,0,0
"15743",1,414,693,0.28
"15747",0,0,0,0
"15751",1,389,678,0.29
"15755",0,0,0,0
"15759",-1,23,230,0.208
"15759",1,365,639,0.275
"15763",1,316,958,0.643
"15767",1,303,759,0.457
"15771",1,343,749,0.407
"15775",0,0,0,0
"15779",0,0,0,0
"15783",1,318,795,0.478
"15787",1,446,697,0.252
"15791",0,0,0,0
"15795",0,0,0,0
"15799",1,367,718,0.352
"15803",0,0,0,0
"15807",1,249,763,0.515
"15811",0,0,0,0
"15815",-1,944,974,0.031
"15819",0,0,0,0
"15823",1,368,779,0.412
"15827",1,279,748,0.47
"15831",1,343,688,0.346
"15835",1,360,868,0.509
"15839",1,390,805,0.416
"15843",0,0,0,0
"15847",1,430,622,0.193
"15851",0,0,0,0
"15855",0,0,0,0
"15859",1,105,615,0.511
"15863",1,39,638,0.6
"15867",1,289,795,0.507
"15871",1,83,560,0.478
"15875",0,0,0,0
"15879",0,0,0,0
"15883",1,346,772,0.427
"15887",1,242,698,0.457
"15891",1,364,737,0.374
"15895",1,422,644,0.223
"15899",1,448,966,0.519
"15903",1,305,754,0.45
"15907",1,316,585,0.27
"15911",1,40,719,0.68
"15915",1,102,685,0.584
"15919",0,0,0,0
"15923",1,447,804,0.358
"15927",1,181,565,0.385
"15931",0,0,0,0
"15935",1,352,961,0.61
"15939",0,0,0,0
"15943",1,392,836,0.445
"15947",1,341,693,0.353
"15951",1,48,572,0.525
"15955",0,0,0,0
"15959",1,329,639,0.311
"15963",0,0,0,0
"15967",-1,847,955,0.109
"15971",0,0,0,0
"15975",0,0,0,0
"15979",1,412,637,0.226
"15983",1,336,618,0.283
"15987",1,296,569,0.274
"15991",1,384,753,0.37
"15995",1,290,822,0.533
"15999",0,0,0,0
"14004",0,0,0,0
"14008",1,401,621,0.221
"14012",1,268,656,0.389
"14016",0,0,0,0
"14020",0,0,0,0
"14024",1,314,685,0.372
"14028",0,0,0,0
"14032",0,0,0,0
"14036",1,262,644,0.383
"14040",0,0,0,0
"14044",0,0,0,0
"14048",0,0,0,0
"14052",0,0,0,0
"14056",0,0,0,0
"14060",1,313,680,0.368
"14064",1,139,668,0.53
"14068",0,0,0,0
"14072",0,0,0,0
"14076",0,0,0,0
"14080",1,327,799,0.473
"14084",0,0,0,0
"14088",0,0,0,0
"14092",0,0,0,0
"14096",0,0,0,0
"14100",0,0,0,0
"14104",0,0,0,0
"14108",0,0,0,0
"14112",0,0,0,0
"14116",1,247,574,0.328
"14120",0,0,0,0
"14124",1,140,650,0.511
"14128",0,0,0,0
"14132",1,208,634,0.427
"14136",1,328,734,0.407
"14140",1,307,568,0.262
"14144",0,0,0,0
"14148",0,0,0,0
"14152",1,361,735,0.375
"14156",0,0,0,0
"14160",0,0,0,0
"14164",1,414,762,0.349
"14168",0,0,0,0
"14172",1,425,612,0.188
"14176",0,0,0,0
"14180",0,0,0,0
"14184",0,0,0,0
"14188",1,299,791,0.493
"14188",-1,931,980,0.05
"14192",1,210,658,0.449
"14196",0,0,0,0
"14200",0,0,0,0
"14204",1,516,715,0.2
"14208",1,421,802,0.382
"14212",1,303,585,0.283
"14216",0,0,0,0
"14220",0,0,0,0
"14224",1,299,749,0.451
"14228",1,239,552,0.314
"14232",1,372,750,0.379
"14236",1,401,739,0.339
"14240",0,0,0,0
"14244",0,0,0,0
"14248",0,0,0,0
"14252",1,250,798,0.549
"14256",1,304,698,0.395
"14260",0,0,0,0
"14264",1,342,818,0.477
"14268",1,332,640,0.309
"14272",1,314,701,0.388
"14276",1,429,563,0.135
"14280",0,0,0,0
"14284",1,365,672,0.308
"14288",1,363,635,0.273
"14292",0,0,0,0
"14296",1,312,689,0.378
"14300",0,0,0,0
"14304",0,0,0,0
"14308",1,240,764,0.525
"14312",0,0,0,0
"14316",0,0,0,0
"14320",1,128,626,0.499
"14324",1,351,798,0.448
"14328",0,0,0,0
"14332",0,0,0,0
"14336",1,140,569,0.43
"14340",0,0,0,0
"14344",1,300,753,0.454
"14348",1,344,808,0.465
"14352",0,0,0,0
"14356",1,261,608,0.348
"14360",0,0,0,0
"14364",0,0,0,0
"14368",1,130,638,0.509
"14372",0,0,0,0
"14376",1,359,742,0.384
"14380",1,235,916,0.682
"14384",0,0,0,0
"14388",1,302,697,0.396
"14392",0,0,0,0
"14396",1,322,504,0.183
"14400",1,371,578,0.208
"14404",0,0,0,0
"14408",1,266,638,0.373
"14412",0,0,0,0
"14416",0,0,0,0
"14420",0,0,0,0
"14424",0,0,0,0
"14428",0,0,0,0
"14432",0,0,0,0
"14436",0,0,0,0
"14440",0,0,0,0
"14444",1,434,682,0.249
"14448",0,0,0,0
"14452",1,439,767,0.329
"14456",1,305,811,0.507
"14460",0,0,0,0
"14464",0,0,0,0
"14468",1,266,573,0.308
"14472",0,0,0,0
"14476",1,306,658,0.353
"14480",1,270,561,0.292
"14484",0,0,0,0
"14488",1,483,569,0.087
"14492",0,0,0,0
"14496",1,348,630,0.283
"14500",-1,33,180,0.148
"14500",1,345,684,0.34
"14504",0,0,0,0
"14508",1,298,770,0.473
"14512",1,134,559,0.426
"14516",0,0,0,0
"14520",1,38,563,0.526
"14524",0,0,0,0
"14528",0,0,0,0
"14532",0,0,0,0
"14536",1,169,746,0.578
"14540",0,0,0,0
"14544",0,0,0,0
"14548",0,0,0,0
"14552",1,370,642,0.273
"14556",0,0,0,0
"14560",0,0,0,0
"14564",1,275,680,0.406
"14568",0,0,0,0
"14572",1,171,962,0.792
"14576",1,41,639,0.599
"14580",0,0,0,0
"14584",1,184,641,0.458
"14588",0,0,0,0
"14592",1,338,673,0.336
"14596",1,253,619,0.367
"14600",0,0,0,0
"14604",1,184,675,0.492
"14608",1,345,627,0.283
"14612",0,0,0,0
"14616",1,366,658,0.293
"14620",0,0,0,0
"14624",0,0,0,0
"14628",0,0,0,0
"14632",0,0,0,0
"14636",1,286,723,0.438
"14640",-1,25,84,0.06
"14640",1,353,692,0.34
"14644",0,0,0,0
"14648",1,271,802,0.532
"14652",0,0,0,0
"14656",0,0,0,0
"14660",0,0,0,0
"14664",0,0,0,0
"14668",0,0,0,0
"14672",0,0,0,0
"14676",0,0,0,0
"14680",0,0,0,0
"14684",0,0,0,0
"14688",1,291,832,0.542
"14692",0,0,0,0
"14696",-1,198,324,0.127
"14696",1,457,630,0.174
"14700",-1,925,973,0.049
"14704",0,0,0,0
"14708",1,99,758,0.66
"14712",1,353,739,0.387
"14716",1,310,562,0.253
"14720",1,267,713,0.447
"14724",0,0,0,0
"14728",0,0,0,0
"14732",0,0,0,0
"14736",1,285,824,0.54
"14740",1,315,598,0.284
"14744",0,0,0,0
"14748",0,0,0,0
"14752",0,0,0,0
"14756",0,0,0,0
"14760",0,0,0,0
"14764",1,428,703,0.276
"14768",0,0,0,0
"14772",0,0,0,0
"14776",1,44,698,0.655
"14780",0,0,0,0
"14784",0,0,0,0
"14788",1,270,594,0.325
"14792",1,204,653,0.45
"14796",0,0,0,0
"14800",0,0,0,0
"14804",1,320,742,0.423
"14808",0,0,0,0
"14812",1,492,743,0.252
"14816",0,0,0,0
"14820",0,0,0,0
"14824",0,0,0,0
"14828",1,227,680,0.454
"14832",0,0,0,0
"14836",0,0,0,0
"14840",0,0,0,0
"14844",0,0,0,0
"14848",0,0,0,0
"14852",1,416,750,0.335
"14856",0,0,0,0
"14860",1,215,586,0.372
"14864",0,0,0,0
"14868",0,0,0,0
"14872",0,0,0,0
"14876",0,0,0,0
"14880",0,0,0,0
"14884",1,243,762,0.52
"14888",0,0,0,0
"14892",0,0,0,0
"14896",0,0,0,0
"14900",0,0,0,0
"14904",1,245,604,0.36
"14908",0,0,0,0
"14912",0,0,0,0
"14916",-1,31,84,0.054
"14916",1,234,622,0.389
"14920",0,0,0,0
"14924",0,0,0,0
"14928",1,331,718,0.388
"14932",1,116,167,0.052
"14932",-1,250,352,0.103
"14932",1,463,698,0.236
"14936",0,0,0,0
"14940",1,481,796,0.316
"14944",1,299,850,0.552
"14948",0,0,0,0
"14952",0,0,0,0
"14956",1,423,689,0.267
"14960",0,0,0,0
"14964",0,0,0,0
"14968",0,0,0,0
"14972",0,0,0,0
"14976",0,0,0,0
"14980",1,256,643,0.388
"14984",0,0,0,0
"14988",0,0,0,0
"14992",0,0,0,0
"14996",1,90,883,0.794
"14996",-1,969,977,0.009
"15000",0,0,0,0
"15004",1,288,629,0.342
"15008",0,0,0,0
"15012",0,0,0,0
"15016",0,0,0,0
"15020",0,0,0,0
"15024",0,0,0,0
"15028",0,0,0,0
"15032",0,0,0,0
"15036",0,0,0,0
"15040",1,250,673,0.424
"15044",0,0,0,0
"15048",0,0,0,0
"15052",1,232,656,0.425
"15056",0,0,0,0
"15060",1,359,695,0.337
"15064",0,0,0,0
"15068",0,0,0,0
"15072",1,354,960,0.607
"15076",0,0,0,0
"15080",1,36,535,0.5
"15084",0,0,0,0
"15088",1,434,965,0.532
"15092",0,0,0,0
"15096",1,193,594,0.402
"15100",0,0,0,0
"15104",0,0,0,0
"15108",1,320,682,0.363
"15112",0,0,0,0
"15116",1,330,835,0.506
"15116",-1,934,974,0.041
"15120",0,0,0,0
"15124",0,0,0,0
"15128",1,155,621,0.467
"15132",0,0,0,0
"15136",0,0,0,0
"15140",1,195,531,0.337
"15144",1,439,810,0.372
"15148",0,0,0,0
"15152",1,204,630,0.427
"15156",0,0,0,0
"15160",1,40,588,0.549
"15164",1,319,662,0.344
"15168",1,298,679,0.382
"15172",0,0,0,0
"15176",0,0,0,0
"15180",0,0,0,0
"15184",0,0,0,0
"15188",1,340,811,0.472
"15192",1,210,259,0.05
"15192",-1,341,363,0.023
"15192",1,474,519,0.046
"15192",-1,875,923,0.049
"15196",0,0,0,0
"15200",0,0,0,0
"15204",0,0,0,0
"15208",0,0,0,0
"15212",1,410,716,0.307
"15216",0,0,0,0
"15220",0,0,0,0
"15224",0,0,0,0
"15228",1,362,815,0.454
"15232",0,0,0,0
"15236",1,245,640,0.396
"15240",1,281,633,0.353
"15244",0,0,0,0
"15248",0,0,0,0
"15252",1,450,693,0.244
"15256",1,445,630,0.186
"15260",0,0,0,0
"15264",0,0,0,0
"15268",1,41,596,0.556
"15272",0,0,0,0
"15276",1,302,812,0.511
"15280",0,0,0,0
"15284",1,390,701,0.312
"15288",0,0,0,0
"15292",1,47,353,0.307
"15296",0,0,0,0
"15300",0,0,0,0
"15304",1,262,575,0.314
"15308",1,422,682,0.261
"15312",0,0,0,0
"15316",0,0,0,0
"15320",0,0,0,0
"15324",0,0,0,0
"15328",1,405,689,0.285
"15332",1,329,576,0.248
"15336",0,0,0,0
"15340",0,0,0,0
"15344",0,0,0,0
"15348",0,0,0,0
"15352",1,273,506,0.234
"15356",1,365,572,0.208
"15360",0,0,0,0
"15364",0,0,0,0
"15368",0,0,0,0
"15372",0,0,0,0
"15376",0,0,0,0
"15380",0,0,0,0
"15384",0,0,0,0
"15388",0,0,0,0
"15392",0,0,0,0
"15396",1,228,618,0.391
"15400",0,0,0,0
"15404",1,162,726,0.565
"15408",1,263,567,0.305
"15412",0,0,0,0
"15416",1,333,775,0.443
"15420",0,0,0,0
"15424",0,0,0,0
"15428",1,148,641,0.494
"15432",1,129,170,0.042
"15432",-1,270,312,0.043
"15432",1,538,599,0.062
"15432",-1,701,747,0.047
"15432",1,817,862,0.046
"15432",-1,935,964,0.03
